,Unnamed: 0,Unnamed: 0.1,361机务完成,365加油完成 缺失较多,368开客舱,369上轮档,370登机结束,378 配餐开始 8个,379清洁开始,380撤梯桥,637关客舱,641 靠梯桥,644 清洁完成,645开货仓,655 配餐完成,660 机务完成,662登机开始,668关货仓 ,669 撤轮档,date,flight,缺失个数,begin,count
36486,36486,36486,-1,-1,-1,548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CA4548,24,0,1
36487,36487,36487,-1,-1,-1,567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3844,22,0,1
36490,36490,36490,-1,-1,-1,644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3932,23,0,1
36491,36491,36491,-1,-1,0,559,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,9C8835,17,0,1
36494,36494,36494,-1,117,-1,773,-1,-1,-1,-1,-1,3,128,-1,-1,98,-1,-1,-1,2017/7/23,CZ6749,18,0,1
36497,36497,36497,-1,-1,-1,562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,JD5270,17,0,1
36498,36498,36498,-1,-1,8,606,-1,-1,-1,-1,-1,9,-1,7,-1,-1,-1,-1,-1,2017/7/23,HU7714,17,0,1
36503,36503,36503,-1,-1,0,396,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ8316,21,0,1
36504,36504,36504,-1,-1,-1,486,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3330,20,0,1
36507,36507,36507,-1,-1,-1,284,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3438,23,0,1
36510,36510,36510,-1,-1,-1,609,-1,-1,-1,-1,-1,-1,-1,-1,-1,192,-1,-1,-1,2017/7/23,CZ3796,22,0,1
36513,36513,36513,-1,-1,-1,637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3820,22,0,1
36515,36515,36515,-1,-1,-1,533,-1,-1,-1,-1,-1,0,-1,-1,-1,157,-1,-1,-1,2017/7/23,CZ8262,20,0,1
36516,36516,36516,-1,-1,-1,156,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3250,23,0,1
36519,36519,36519,110,96,-1,518,-1,-1,-1,-1,-1,-1,94,-1,-1,86,-1,-1,-1,2017/7/23,CZ3895,18,0,1
36523,36523,36523,-1,-1,-1,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3518,23,0,1
36525,36525,36525,-1,-1,-1,739,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3490,21,0,1
36532,36532,36532,-1,-1,-1,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3070,22,0,1
36535,36535,36535,78,-1,-1,709,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3602,21,0,1
36536,36536,36536,-1,-1,-1,622,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,9C8899,18,0,1
36542,36542,36542,-1,-1,-1,169,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3484,22,0,1
36547,36547,36547,-1,-1,-1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ8484,21,0,1
36554,36554,36554,-1,-1,-1,518,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3244,22,0,1
36555,36555,36555,-1,-1,0,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ8336,21,0,1
36556,36556,36556,-1,-1,1,575,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,3U8737,17,0,1
36563,36563,36563,-1,-1,-1,754,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/7/23,CA1329,17,0,1
36565,36565,36565,-1,-1,-1,624,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3874,23,0,1
36569,36569,36569,-1,-1,-1,666,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ646,23,0,1
36575,36575,36575,137,137,-1,654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ6789,19,0,1
36576,36576,36576,-1,-1,-1,455,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3512,22,0,1
36582,36582,36582,-1,-1,-1,105,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3514,21,0,1
36586,36586,36586,-1,-1,-1,377,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ322,22,0,1
36588,36588,36588,-1,-1,-1,205,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ388,21,0,1
36591,36591,36591,120,115,-1,514,-1,-1,-1,-1,-1,-1,128,-1,-1,134,-1,-1,-1,2017/7/23,CZ6733,18,0,1
36593,36593,36593,-1,-1,-1,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,MU2551,17,0,1
36594,36594,36594,-1,-1,-1,578,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3324,20,0,1
36598,36598,36598,-1,-1,0,477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3408,22,0,1
36599,36599,36599,-1,-1,-1,113,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3364,21,0,1
36601,36601,36601,-1,-1,-1,123,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3478,23,0,1
36602,36602,36602,-1,-1,-1,328,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3430,22,0,1
36605,36605,36605,-1,-1,-1,620,-1,-1,-1,-1,-1,-1,149,-1,-1,109,-1,-1,-1,2017/7/23,CZ3387,19,0,1
36607,36607,36607,-1,-1,-1,96,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,MU2817,17,0,1
36621,36621,36621,-1,-1,0,489,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ8524,22,0,1
36626,36626,36626,-1,-1,-1,401,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ308,22,0,1
36628,36628,36628,-1,-1,-1,495,-1,-1,-1,-1,-1,-1,130,-1,-1,130,-1,-1,-1,2017/7/23,CZ6773,19,0,1
36634,36634,36634,-1,-1,-1,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3804,23,0,1
36637,36637,36637,93,93,-1,367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ6771,20,0,1
36638,36638,36638,-1,-1,0,682,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3464,22,0,1
36639,36639,36639,-1,-1,-1,629,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3230,23,0,1
36640,36640,36640,-1,-1,-1,348,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ306,22,0,1
36643,36643,36643,168,170,-1,429,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3526,19,0,1
36644,36644,36644,-1,-1,0,350,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ350,22,0,1
36645,36645,36645,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3958,21,0,1
36652,36652,36652,-1,-1,3,391,-1,-1,-1,-1,-1,3,-1,2,-1,-1,-1,-1,-1,2017/7/23,MU2907,17,0,1
36653,36653,36653,-1,-1,-1,363,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3822,22,0,1
36657,36657,36657,-1,-1,-1,677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3420,22,0,1
36658,36658,36658,-1,-1,-1,628,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3378,22,0,1
36660,36660,36660,-1,-1,-1,132,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3636,21,0,1
36661,36661,36661,-1,-1,-1,622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3302,23,0,1
36662,36662,36662,-1,-1,0,583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3228,22,0,1
36665,36665,36665,-1,-1,-1,703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3340,21,0,1
36666,36666,36666,-1,-1,-1,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ320,22,0,1
36667,36667,36667,-1,-1,6,573,-1,-1,-1,-1,-1,7,-1,0,-1,-1,-1,-1,-1,2017/7/23,MU5231,17,0,1
36669,36669,36669,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ336,23,0,1
36671,36671,36671,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3482,23,0,1
36672,36672,36672,-1,-1,-1,471,-1,-1,-1,-1,-1,0,169,-1,-1,169,-1,-1,-1,2017/7/23,CZ6783,20,0,1
36677,36677,36677,-1,-1,1,88,-1,-1,-1,-1,-1,7,-1,3,-1,-1,-1,-1,-1,2017/7/23,HU7244,17,0,1
36678,36678,36678,-1,-1,-1,534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3198,23,0,1
36680,36680,36680,-1,-1,0,308,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3068,22,0,1
36683,36683,36683,-1,-1,-1,377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3626,23,0,1
36686,36686,36686,-1,-1,-1,446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,HU6051,17,0,1
36687,36687,36687,-1,-1,-1,121,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3614,22,0,1
36688,36688,36688,-1,-1,-1,577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3848,22,0,1
36697,36697,36697,-1,-1,-1,66,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/7/23,CZ3116,20,0,1
36699,36699,36699,-1,-1,-1,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3935,22,0,1
36705,36705,36705,-1,-1,0,368,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ6060,22,0,1
36707,36707,36707,-1,-1,-1,151,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3900,23,0,1
36711,36711,36711,-1,-1,-1,174,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3510,22,0,1
36714,36714,36714,-1,-1,7,478,-1,-1,-1,-1,-1,8,-1,4,-1,-1,-1,-1,-1,2017/7/23,HU7801,17,0,1
36715,36715,36715,-1,-1,-1,602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3776,23,0,1
36719,36719,36719,-1,-1,-1,748,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3268,21,0,1
36721,36721,36721,-1,-1,-1,264,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3764,21,0,1
36733,36733,36733,-1,-1,-1,591,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ8522,22,0,1
36734,36734,36734,-1,-1,-1,522,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3950,22,0,1
36741,36741,36741,-1,-1,-1,577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3930,23,0,1
36749,36749,36749,-1,-1,-1,203,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3402,22,0,1
36755,36755,36755,-1,-1,-1,703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3922,21,0,1
36758,36758,36758,-1,-1,-1,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ328,22,0,1
36759,36759,36759,141,136,-1,590,-1,-1,190,-1,-1,-1,185,-1,189,131,-1,-1,-1,2017/7/23,CZ3368,15,0,1
36760,36760,36760,-1,-1,-1,652,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3724,22,0,1
36761,36761,36761,-1,-1,0,667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ372,22,0,1
36762,36762,36762,-1,-1,-1,667,-1,-1,-1,-1,-1,-1,180,-1,-1,163,-1,-1,-1,2017/7/23,CZ332,21,0,1
36764,36764,36764,-1,-1,-1,217,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/7/23,AQ1056,17,0,1
36765,36765,36765,-1,-1,-1,320,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3098,23,0,1
36771,36771,36771,-1,-1,-1,129,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3410,22,0,1
36773,36773,36773,-1,-1,0,709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ368,22,0,1
36776,36776,36776,-1,-1,-1,221,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3534,23,0,1
36778,36778,36778,-1,-1,-1,394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3132,23,0,1
36781,36781,36781,-1,-1,-1,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3444,23,0,1
36787,36787,36787,-1,-1,0,695,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/7/23,HU7332,17,0,1
36788,36788,36788,-1,-1,-1,774,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3246,21,0,1
36789,36789,36789,-1,-1,-1,693,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ656,22,0,1
36791,36791,36791,-1,-1,-1,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3520,21,0,1
36793,36793,36793,-1,-1,-1,219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3600,23,0,1
36795,36795,36795,-1,-1,99,671,-1,-1,-1,-1,-1,101,-1,98,-1,-1,-1,-1,-1,2017/7/23,MU2542,17,0,1
36799,36799,36799,-1,-1,-1,776,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3778,22,0,1
36806,36806,36806,-1,-1,0,173,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3054,21,0,1
36808,36808,36808,-1,-1,0,247,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ358,21,0,1
36810,36810,36810,-1,-1,-1,394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ392,22,0,1
36811,36811,36811,-1,-1,-1,527,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3942,22,0,1
36814,36814,36814,-1,-1,-1,720,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3946,22,0,1
36816,36816,36816,-1,-1,-1,724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3362,22,0,1
36821,36821,36821,-1,-1,-1,549,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3382,23,0,1
36829,36829,36829,-1,-1,-1,347,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3406,21,0,1
36831,36831,36831,-1,-1,-1,575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3816,23,0,1
36835,36835,36835,-1,-1,-1,748,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2017/7/23,CZ384,21,0,1
36837,36837,36837,-1,-1,0,416,-1,-1,-1,-1,-1,-1,117,-1,-1,110,-1,-1,-1,2017/7/23,CZ3130,19,0,1
36838,36838,36838,-1,-1,0,684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ3064,21,0,1
36839,36839,36839,-1,-1,0,264,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ8739,22,0,1
36840,36840,36840,-1,-1,-1,470,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/23,CZ366,23,0,1
36843,36843,36843,-1,-1,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3698,22,0,1
36845,36845,36845,-1,-1,-1,183,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3932,21,0,1
36849,36849,36849,121,128,-1,756,-1,-1,-1,-1,-1,1,133,-1,-1,148,-1,-1,-1,2017/6/29,CZ6749,17,0,1
36850,36850,36850,-1,-1,0,682,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ8316,22,0,1
36853,36853,36853,-1,-1,-1,494,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3330,20,0,1
36863,36863,36863,-1,-1,-1,586,-1,-1,-1,-1,-1,0,116,-1,-1,100,-1,-1,-1,2017/6/29,CZ3895,21,0,1
36869,36869,36869,-1,-1,-1,598,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3518,21,0,1
36871,36871,36871,-1,-1,-1,753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3490,22,0,1
36872,36872,36872,-1,-1,0,357,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ6090,21,0,1
36873,36873,36873,-1,-1,-1,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3812,21,0,1
36874,36874,36874,-1,-1,-1,131,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3114,22,0,1
36877,36877,36877,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3802,22,0,1
36883,36883,36883,-1,-1,0,367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ6068,22,0,1
36887,36887,36887,-1,-1,-1,766,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ6787,22,0,1
36888,36888,36888,-1,-1,-1,336,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3416,22,0,1
36892,36892,36892,-1,-1,0,458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ374,21,0,1
36893,36893,36893,-1,-1,-1,551,-1,-1,-1,-1,-1,1,138,-1,-1,132,-1,-1,-1,2017/6/29,CZ3379,19,0,1
36895,36895,36895,-1,-1,-1,421,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ326,22,0,1
36897,36897,36897,-1,-1,0,678,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ8336,21,0,1
36899,36899,36899,-1,-1,-1,581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3770,22,0,1
36901,36901,36901,-1,-1,-1,264,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3224,23,0,1
36904,36904,36904,-1,-1,-1,465,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3180,21,0,1
36915,36915,36915,-1,-1,-1,679,-1,-1,-1,-1,-1,0,125,0,-1,125,-1,-1,-1,2017/6/29,CZ6789,19,0,1
36916,36916,36916,-1,-1,-1,576,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3512,23,0,1
36919,36919,36919,-1,-1,-1,689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,HU7676,19,0,1
36920,36920,36920,-1,-1,-1,751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3628,21,0,1
36924,36924,36924,-1,-1,-1,450,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ322,22,0,1
36930,36930,36930,-1,93,0,534,-1,-1,-1,-1,-1,0,-1,-1,-1,100,-1,-1,-1,2017/6/29,CZ6733,17,0,1
36934,36934,36934,-1,-1,-1,83,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3364,22,0,1
36935,36935,36935,-1,-1,-1,674,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3528,20,0,1
36937,36937,36937,-1,-1,-1,249,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3430,22,0,1
36938,36938,36938,-1,-1,-1,641,-1,-1,-1,-1,-1,1,168,-1,-1,132,-1,-1,-1,2017/6/29,CZ3387,20,0,1
36939,36939,36939,-1,-1,0,559,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,HU7506,17,0,1
36945,36945,36945,-1,-1,-1,681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3540,22,0,1
36953,36953,36953,-1,-1,0,90,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/6/29,HU7122,18,0,1
36959,36959,36959,98,98,-1,497,-1,-1,-1,-1,-1,1,157,-1,-1,157,-1,-1,-1,2017/6/29,CZ6773,18,0,1
36961,36961,36961,-1,-1,-1,344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ348,22,0,1
36963,36963,36963,-1,-1,-1,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3050,23,0,1
36964,36964,36964,-1,-1,-1,299,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3804,21,0,1
36968,36968,36968,-1,-1,-1,703,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3230,23,0,1
36969,36969,36969,-1,-1,-1,384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ306,22,0,1
36970,36970,36970,-1,-1,-1,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ664,22,0,1
36972,36972,36972,-1,-1,-1,544,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,HU7402,17,0,1
36973,36973,36973,-1,-1,0,331,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ350,21,0,1
36974,36974,36974,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3958,22,0,1
36978,36978,36978,-1,-1,-1,663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3696,22,0,1
36980,36980,36980,-1,-1,0,479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ8490,22,0,1
36983,36983,36983,-1,-1,-1,577,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3420,21,0,1
36984,36984,36984,-1,-1,-1,651,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3378,23,0,1
36990,36990,36990,-1,-1,-1,707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3340,22,0,1
36991,36991,36991,194,153,-1,291,-1,-1,-1,-1,-1,1,193,-1,-1,173,-1,-1,-1,2017/6/29,CZ6729,18,0,1
36992,36992,36992,-1,-1,-1,264,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ320,22,0,1
36994,36994,36994,192,192,-1,506,-1,-1,-1,-1,-1,-1,119,-1,-1,119,-1,-1,-1,2017/6/29,CZ6783,19,0,1
37001,37001,37001,-1,-1,0,320,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3068,21,0,1
37003,37003,37003,-1,-1,-1,375,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3626,21,0,1
37005,37005,37005,153,108,-1,571,-1,-1,-1,-1,-1,1,139,-1,-1,120,-1,-1,-1,2017/6/29,CZ6735,17,0,1
37010,37010,37010,-1,-1,-1,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3650,22,0,1
37013,37013,37013,-1,-1,1,120,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,-1,2017/6/29,AQ1106,17,0,1
37015,37015,37015,-1,-1,9,298,-1,-1,-1,-1,-1,9,-1,9,-1,-1,-1,-1,-1,2017/6/29,PR380,17,0,1
37023,37023,37023,-1,-1,-1,117,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/29,CZ3818,21,0,1
