,Unnamed: 0,Unnamed: 0.1,361机务完成,365加油完成 缺失较多,368开客舱,369上轮档,370登机结束,378 配餐开始 8个,379清洁开始,380撤梯桥,637关客舱,641 靠梯桥,644 清洁完成,645开货仓,655 配餐完成,660 机务完成,662登机开始,668关货仓 ,669 撤轮档,date,flight,缺失个数,begin,count
25929,25929,25929,-1,-1,-1,155,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3696,22,0,1
25931,25931,25931,-1,-1,0,461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ8490,22,0,1
25940,25940,25940,-1,-1,-1,277,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ320,22,0,1
25942,25942,25942,-1,-1,1,145,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/7/2,HU7007,17,0,1
25948,25948,25948,-1,-1,-1,721,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,3U8161,18,0,1
25954,25954,25954,-1,-1,3,233,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/7/2,HU7244,19,0,1
25955,25955,25955,-1,-1,-1,234,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3198,22,0,1
25960,25960,25960,-1,-1,0,335,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3068,21,0,1
25965,25965,25965,171,-1,-1,653,-1,-1,-1,-1,-1,2,171,-1,-1,168,-1,-1,-1,2017/7/2,CZ6735,17,0,1
25970,25970,25970,-1,-1,56,200,-1,-1,-1,-1,-1,52,-1,54,-1,-1,-1,-1,-1,2017/7/2,MU2548,17,0,1
25976,25976,25976,-1,-1,-1,735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3389,22,0,1
25980,25980,25980,-1,-1,0,659,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CA4355,17,0,1
25984,25984,25984,-1,-1,-1,760,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3572,22,0,1
25990,25990,25990,-1,-1,0,365,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ6060,22,0,1
25991,25991,25991,-1,-1,4,115,-1,-1,-1,-1,-1,3,-1,4,-1,-1,-1,-1,-1,2017/7/2,MU5739,17,0,1
25992,25992,25992,-1,-1,-1,284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3818,21,0,1
25994,25994,25994,101,101,-1,523,-1,-1,-1,-1,-1,0,72,-1,-1,72,-1,-1,-1,2017/7/2,CZ6775,17,0,1
25995,25995,25995,-1,-1,-1,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3900,22,0,1
25997,25997,25997,-1,-1,-1,280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3510,22,0,1
26008,26008,26008,-1,-1,-1,297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3764,20,0,1
26014,26014,26014,-1,-1,0,348,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ354,21,0,1
26015,26015,26015,-1,-1,1,237,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,MU5239,17,0,1
26017,26017,26017,-1,-1,0,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ390,21,0,1
26022,26022,26022,-1,-1,0,398,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,FM9309,17,0,1
26023,26023,26023,-1,-1,-1,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ386,22,0,1
26026,26026,26026,178,120,-1,635,-1,-1,-1,-1,-1,0,182,-1,-1,182,-1,-1,-1,2017/7/2,CZ6777,18,0,1
26027,26027,26027,-1,-1,3,397,-1,-1,-1,-1,-1,4,-1,3,-1,-1,-1,-1,-1,2017/7/2,MU5737,17,0,1
26028,26028,26028,-1,-1,3,678,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/7/2,9C8931,17,0,1
26030,26030,26030,-1,-1,1,216,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/7/2,NN805,17,0,1
26031,26031,26031,-1,-1,-1,619,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/7/2,HU7070,18,0,1
26032,26032,26032,-1,-1,1,318,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,-1,-1,2017/7/2,HU7982,17,0,1
26038,26038,26038,-1,-1,-1,72,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,5J288,19,0,1
26041,26041,26041,-1,-1,-1,670,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ6851,20,0,1
26043,26043,26043,-1,-1,-1,213,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3402,22,0,1
26046,26046,26046,-1,127,-1,494,-1,-1,-1,-1,-1,-1,-1,-1,-1,142,-1,-1,-1,2017/7/2,CZ6731,20,0,1
26047,26047,26047,-1,-1,-1,721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3922,22,0,1
26053,26053,26053,-1,-1,0,674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ372,22,0,1
26056,26056,26056,-1,-1,-1,489,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2017/7/2,MU5225,18,0,1
26057,26057,26057,-1,-1,-1,284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3098,22,0,1
26059,26059,26059,-1,-1,2,186,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/7/2,GA898,17,0,1
26061,26061,26061,173,125,-1,644,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,-1,-1,2017/7/2,CZ6741,19,0,1
26063,26063,26063,-1,-1,0,79,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,HU7720,17,0,1
26065,26065,26065,-1,-1,0,726,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ368,22,0,1
26067,26067,26067,-1,-1,-1,348,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3534,21,0,1
26071,26071,26071,-1,-1,0,210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,JD5170,17,0,1
26072,26072,26072,-1,-1,-1,602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3132,23,0,1
26073,26073,26073,-1,-1,-1,778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,MU5315,17,0,1
26077,26077,26077,-1,-1,-1,700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3444,22,0,1
26080,26080,26080,-1,-1,2,646,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2017/7/2,MU5251,17,0,1
26081,26081,26081,-1,-1,-1,388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ344,22,0,1
26082,26082,26082,-1,-1,3,720,-1,-1,-1,-1,-1,4,-1,3,-1,-1,-1,-1,-1,2017/7/2,HU7332,18,0,1
26084,26084,26084,-1,-1,2,152,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/7/2,HU7201,17,0,1
26085,26085,26085,-1,-1,0,725,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3246,22,0,1
26087,26087,26087,-1,-1,-1,706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ656,23,0,1
26090,26090,26090,-1,-1,-1,386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3600,22,0,1
26094,26094,26094,-1,-1,2,551,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/7/2,MU2542,17,0,1
26096,26096,26096,-1,-1,-1,307,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ382,22,0,1
26101,26101,26101,-1,-1,0,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3054,21,0,1
26103,26103,26103,-1,-1,0,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ358,21,0,1
26104,26104,26104,-1,-1,-1,163,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3200,21,0,1
26106,26106,26106,-1,-1,0,639,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3942,20,0,1
26108,26108,26108,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3946,21,0,1
26110,26110,26110,-1,-1,-1,65,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ8504,21,0,1
26113,26113,26113,-1,-1,-1,539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ3382,22,0,1
26117,26117,26117,-1,-1,2,113,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,-1,-1,2017/7/2,HU7658,17,0,1
26122,26122,26122,-1,-1,-1,101,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ384,22,0,1
26125,26125,26125,-1,-1,-1,345,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/2,CZ8739,23,0,1
26128,26128,26128,-1,-1,-1,761,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3418,22,0,1
26138,26138,26138,-1,-1,0,373,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8316,22,0,1
26139,26139,26139,-1,-1,-1,501,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3330,21,0,1
26144,26144,26144,-1,-1,-1,264,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3438,21,0,1
26149,26149,26149,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3250,23,0,1
26151,26151,26151,-1,-1,-1,588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8262,22,0,1
26152,26152,26152,-1,-1,-1,570,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3700,21,0,1
26160,26160,26160,-1,-1,-1,313,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3518,23,0,1
26161,26161,26161,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3490,21,0,1
26162,26162,26162,-1,-1,0,357,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ6090,21,0,1
26165,26165,26165,-1,-1,-1,237,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3114,23,0,1
26167,26167,26167,-1,-1,-1,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3802,23,0,1
26173,26173,26173,-1,-1,0,397,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ6068,21,0,1
26177,26177,26177,-1,-1,-1,245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3484,21,0,1
26181,26181,26181,-1,-1,-1,99,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/16,BK2788,17,0,1
26182,26182,26182,-1,-1,0,442,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ374,21,0,1
26184,26184,26184,-1,-1,-1,554,-1,-1,-1,-1,-1,2,173,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3379,19,0,1
26188,26188,26188,-1,-1,0,730,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8336,21,0,1
26189,26189,26189,-1,-1,0,558,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/8/16,3U8737,17,0,1
26191,26191,26191,-1,-1,-1,581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3770,22,0,1
26192,26192,26192,-1,-1,-1,329,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8520,22,0,1
26195,26195,26195,-1,-1,-1,595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3638,22,0,1
26197,26197,26197,-1,-1,-1,405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3180,22,0,1
26201,26201,26201,-1,-1,0,523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ6064,20,0,1
26208,26208,26208,-1,-1,-1,675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ6789,23,0,1
26209,26209,26209,-1,-1,-1,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3512,22,0,1
26216,26216,26216,-1,-1,-1,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8556,23,0,1
26218,26218,26218,-1,-1,-1,385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ322,23,0,1
26220,26220,26220,-1,-1,0,273,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3056,22,0,1
26226,26226,26226,-1,-1,0,275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ6048,22,0,1
26227,26227,26227,102,-1,-1,521,-1,-1,-1,-1,-1,-1,120,-1,-1,121,-1,-1,-1,2017/8/16,CZ6733,18,0,1
26230,26230,26230,-1,-1,-1,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3364,22,0,1
26231,26231,26231,-1,-1,-1,199,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3258,21,0,1
26235,26235,26235,-1,-1,-1,212,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3430,23,0,1
26240,26240,26240,-1,-1,-1,622,-1,-1,-1,-1,-1,-1,137,-1,-1,131,-1,-1,-1,2017/8/16,CZ3387,20,0,1
26241,26241,26241,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ380,22,0,1
26247,26247,26247,-1,-1,-1,555,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3502,21,0,1
26248,26248,26248,-1,-1,-1,749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3780,21,0,1
26251,26251,26251,-1,-1,-1,608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,HU7762,18,0,1
26252,26252,26252,-1,-1,0,723,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ352,22,0,1
26253,26253,26253,-1,-1,0,505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8524,22,0,1
26257,26257,26257,-1,-1,-1,425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ308,22,0,1
26260,26260,26260,112,109,-1,507,-1,-1,-1,-1,-1,-1,142,-1,-1,142,-1,-1,-1,2017/8/16,CZ6773,18,0,1
26264,26264,26264,-1,-1,-1,629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3880,23,0,1
26265,26265,26265,-1,-1,-1,182,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3050,23,0,1
26266,26266,26266,-1,-1,-1,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3804,23,0,1
26271,26271,26271,-1,-1,-1,649,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3230,23,0,1
26272,26272,26272,-1,-1,-1,366,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ306,22,0,1
26274,26274,26274,-1,-1,0,357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ350,22,0,1
26280,26280,26280,-1,-1,0,448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,HU7032,17,0,1
26283,26283,26283,-1,-1,0,493,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8490,21,0,1
26286,26286,26286,-1,-1,-1,617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3420,22,0,1
26287,26287,26287,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3378,23,0,1
26288,26288,26288,-1,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3636,23,0,1
26290,26290,26290,-1,-1,-1,393,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3302,21,0,1
26291,26291,26291,-1,-1,-1,588,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3228,21,0,1
26295,26295,26295,-1,-1,-1,709,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3340,22,0,1
26296,26296,26296,-1,-1,-1,514,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3450,21,0,1
26300,26300,26300,-1,-1,-1,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3482,22,0,1
26301,26301,26301,112,108,-1,495,-1,-1,-1,-1,-1,1,102,-1,-1,-1,-1,-1,-1,2017/8/16,CZ6783,17,0,1
26304,26304,26304,-1,-1,-1,776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3400,23,0,1
26306,26306,26306,-1,-1,-1,295,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3850,21,0,1
26307,26307,26307,-1,-1,-1,112,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3198,23,0,1
26308,26308,26308,-1,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3270,22,0,1
26309,26309,26309,-1,-1,0,639,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,UL880,17,0,1
26312,26312,26312,-1,-1,0,332,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3068,21,0,1
26316,26316,26316,127,120,-1,607,-1,-1,-1,-1,-1,-1,132,-1,-1,124,-1,-1,-1,2017/8/16,CZ6735,18,0,1
26318,26318,26318,-1,-1,-1,671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3848,23,0,1
26324,26324,26324,-1,-1,-1,99,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2017/8/16,AQ1106,17,0,1
26332,26332,26332,-1,-1,-1,564,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CA1719,17,0,1
26335,26335,26335,135,131,-1,532,-1,-1,-1,-1,-1,-1,117,-1,-1,117,-1,-1,-1,2017/8/16,CZ6775,18,0,1
26336,26336,26336,-1,-1,-1,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3900,22,0,1
26342,26342,26342,-1,-1,46,234,-1,-1,-1,-1,-1,46,-1,43,-1,-1,-1,-1,-1,2017/8/16,CA1339,17,0,1
26353,26353,26353,188,183,-1,309,-1,-1,-1,-1,-1,1,184,-1,-1,171,-1,-1,-1,2017/8/16,CZ3384,17,0,1
26357,26357,26357,-1,-1,0,306,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ390,21,0,1
26358,26358,26358,-1,-1,-1,657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,FM9315,17,0,1
26361,26361,26361,-1,-1,-1,553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8522,22,0,1
26362,26362,26362,-1,-1,-1,496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ386,21,0,1
26364,26364,26364,-1,-1,-1,294,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3870,21,0,1
26366,26366,26366,-1,-1,4,192,-1,-1,-1,-1,-1,2,-1,3,-1,-1,-1,-1,-1,2017/8/16,HU7982,18,0,1
26374,26374,26374,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3702,22,0,1
26375,26375,26375,-1,-1,-1,145,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3402,23,0,1
26377,26377,26377,-1,-1,-1,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3334,21,0,1
26380,26380,26380,-1,-1,-1,699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3922,23,0,1
26381,26381,26381,-1,-1,-1,601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,YTN999HZ,23,0,1
26386,26386,26386,-1,-1,0,663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ372,22,0,1
26388,26388,26388,-1,-1,-1,588,-1,-1,-1,-1,-1,-1,122,-1,-1,144,-1,-1,-1,2017/8/16,CZ332,20,0,1
26390,26390,26390,-1,-1,-1,717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,3U8794,20,0,1
26394,26394,26394,-1,-1,-1,169,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3410,22,0,1
26396,26396,26396,-1,-1,0,710,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ368,22,0,1
26398,26398,26398,-1,-1,-1,248,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3534,23,0,1
26403,26403,26403,-1,-1,-1,164,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3132,22,0,1
26408,26408,26408,-1,-1,-1,612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3426,22,0,1
26409,26409,26409,-1,-1,-1,381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ344,22,0,1
26413,26413,26413,-1,-1,0,617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3040,21,0,1
26415,26415,26415,-1,-1,-1,727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ656,22,0,1
26420,26420,26420,-1,-1,-1,268,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8514,21,0,1
26421,26421,26421,153,153,-1,672,-1,-1,-1,-1,-1,0,164,-1,-1,161,-1,-1,-1,2017/8/16,CZ3222,18,0,1
26422,26422,26422,-1,-1,-1,303,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ382,22,0,1
26433,26433,26433,-1,-1,0,178,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3054,22,0,1
26434,26434,26434,-1,-1,0,621,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2017/8/16,JD5160,18,0,1
26435,26435,26435,-1,-1,-1,770,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3648,23,0,1
26436,26436,26436,-1,-1,0,286,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ358,21,0,1
26438,26438,26438,-1,-1,-1,401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ392,22,0,1
26439,26439,26439,-1,-1,-1,371,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3942,22,0,1
26440,26440,26440,-1,-1,-1,704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3946,23,0,1
26441,26441,26441,-1,-1,-1,224,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/8/16,CZ3328,21,0,1
26446,26446,26446,-1,-1,-1,534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3382,23,0,1
26447,26447,26447,-1,-1,-1,198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3510,22,0,1
26453,26453,26453,-1,-1,-1,687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3338,22,0,1
26454,26454,26454,-1,-1,0,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3918,21,0,1
26457,26457,26457,-1,-1,-1,578,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3816,23,0,1
26460,26460,26460,124,120,-1,629,-1,-1,-1,-1,-1,1,99,-1,-1,99,-1,-1,-1,2017/8/16,CZ6779,16,0,1
26461,26461,26461,-1,-1,-1,66,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ384,23,0,1
